id_parlamentar,casa,nome_eleitoral,partido,UF,tem twitter?,twitter,twitter2 (se houver),facebook (não conferido),nome_civil,fazendo
204517,câmara,ZÉ VITOR,PMN,MG,não,NA,NA,https://www.facebook.com/zevitorMG/,JOSE VITOR DE RESENDE AGUIAR,gileade
160592,câmara,ZECA DIRCEU,PT,PR,sim,zeca_dirceu,NA,https://www.facebook.com/deputadofederalzecadirceu,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,feito
4981,senado,ACIR GURGACZ,PDT,RO,sim,acirgurgacz,NA,NA,ACIR GURGACZ,feito
5982,senado,ALESSANDRO VIEIRA,PPS,SE,sim,sen_alessandro,NA,NA,ALESSANDRO VIEIRA,feito
945,senado,ALVARO DIAS,PODE,PR,sim,alvarodias_,NA,NA,ALVARO DIAS,feito
5967,senado,ANGELO CORONEL,PSD,BA,sim,angelocoronel_,NA,NA,ANGELO CORONEL,feito
5529,senado,ANTONIO ANASTASIA,PSDB,MG,sim,Anastasia,NA,NA,ANTONIO ANASTASIA,feito
751,senado,AROLDE DE OLIVEIRA,PSD,RJ,sim,AroldeOliveira,NA,NA,AROLDE DE OLIVEIRA,feito
5990,senado,CARLOS VIANA,PSD,MG,sim,carlosaviana,NA,NA,CARLOS VIANA,feito
470,senado,CHICO RODRIGUES,DEM,RR,não,NA,NA,https://www.facebook.com/chicorodriguesrr/,CHICO RODRIGUES,feito
5973,senado,CID GOMES,PDT,CE,sim,cidfgomes,NA,NA,CID GOMES,nazareno
739,senado,CIRO NOGUEIRA,PP,PI,sim,ciro_nogueira,NA,NA,CIRO NOGUEIRA,feito
475,senado,CONFÚCIO MOURA,MDB,RO,sim,confuciomoura,NA,NA,CONFÚCIO MOURA,feito
5998,senado,DANIELLA RIBEIRO,PP,PB,sim,soudaniella111,NA,NA,DANIELLA RIBEIRO,feito
5537,senado,DÁRIO BERGER,MDB,SC,sim,darioberger,NA,NA,DÁRIO BERGER,feito
3830,senado,DAVI ALCOLUMBRE,DEM,AP,sim,davialcolumbre,NA,NA,DAVI ALCOLUMBRE,feito
4994,senado,EDUARDO BRAGA,MDB,AM,sim,EduardoBraga_AM,NA,https://www.facebook.com/EduardoBraga15/,EDUARDO BRAGA,feito
5976,senado,EDUARDO GIRÃO,PODE,CE,sim,EduGiraoOficial,NA,NA,EDUARDO GIRÃO,feito
3777,senado,EDUARDO GOMES,MDB,TO,sim,EduardoGomesTO,NA,NA,EDUARDO GOMES,feito
5718,senado,ELIZIANE GAMA,PPS,MA,sim,elizianegama,NA,NA,ELIZIANE GAMA,feito
5531,senado,ELMANO FÉRRER,PODE,PI,sim,elmanoferrer,NA,NA,ELMANO FÉRRER,feito
22,senado,ESPERIDIÃO AMIN,PP,SC,sim,esperidiaoamin_,NA,NA,ESPERIDIÃO AMIN,feito
5953,senado,FABIANO CONTARATO,REDE,ES,sim,ContaratoSenado,NA,NA,FABIANO CONTARATO,feito
5540,senado,FERNANDO BEZERRA COELHO,MDB,PE,sim,fbezerracoelho,NA,NA,FERNANDO BEZERRA COELHO,feito
4525,senado,FERNANDO COLLOR,PROS,AL,sim,Collor,NA,NA,FERNANDO COLLOR,feito
345,senado,FLÁVIO ARNS,REDE,PR,sim,ArnsFlavio,NA,https://www.facebook.com/flavioarns/,FLÁVIO ARNS,feito
5894,senado,FLÁVIO BOLSONARO,PSL,RJ,sim,FlavioBolsonaro,NA,NA,FLÁVIO BOLSONARO,feito
5008,senado,HUMBERTO COSTA,PT,PE,sim,senadorhumberto,NA,NA,HUMBERTO COSTA,feito
5385,senado,IRAJÁ,PSD,TO,sim,iraja555,NA,NA,IRAJÁ,feito
4770,senado,IZALCI LUCAS,PSDB,DF,sim,IzalciLucas,NA,https://www.facebook.com/izalci/,IZALCI LUCAS,feito
35,senado,JADER BARBALHO,MDB,PA,sim,jader_barbalho,NA,NA,JADER BARBALHO,feito
581,senado,JAQUES WAGNER,PT,BA,sim,jaqueswagner,NA,NA,JAQUES WAGNER,feito
4545,senado,JARBAS VASCONCELOS,MDB,PE,sim,Jarbas156,NA,NA,JARBAS VASCONCELOS,feito
4531,senado,JAYME CAMPOS,DEM,MT,não,NA,NA,https://www.facebook.com/jayme.campos/,JAYME CAMPOS,feito
5627,senado,JEAN PAUL PRATES,PT,RN,sim,jpprates,NA,NA,JEAN PAUL PRATES,feito
5895,senado,JORGE KAJURU,PSB,GO,sim,SenadorKajuru,NA,https://www.facebook.com/kajurugoias/,JORGE KAJURU,feito
5350,senado,JORGINHO MELLO,PR,SC,sim,jorginhomello,NA,NA,JORGINHO MELLO,feito
3361,senado,JOSÉ MARANHÃO,MDB,PB,sim,josemaranhaopb,NA,NA,JOSÉ MARANHÃO,feito
90,senado,JOSÉ SERRA,PSDB,SP,sim,joseserra_,NA,NA,JOSÉ SERRA,feito
1249,senado,KÁTIA ABREU,PDT,TO,sim,KatiaAbreu,NA,NA,KÁTIA ABREU,feito
5533,senado,LASIER MARTINS,PODE,RS,sim,lasiermartins,NA,NA,LASIER MARTINS,feito
5979,senado,LEILA BARROS,PSB,DF,sim,leiladovolei,NA,NA,LEILA BARROS,feito
5926,senado,LUCAS BARRETO,PSD,AP,sim,LucasBarreto_AP,NA,NA,LUCAS BARRETO,feito
1186,senado,LUIS CARLOS HEINZE,PP,RS,sim,SenadorHeinze,NA,https://www.facebook.com/SenadorHeinze/,LUIS CARLOS HEINZE,feito
5585,senado,LUIZ DO CARMO,MDB,GO,sim,_luizdocarmo,NA,NA,LUIZ DO CARMO,feito
5557,senado,MAILZA GOMES,PP,AC,sim,MailzaGomes,NA,NA,MAILZA GOMES,feito
5666,senado,MAJOR OLIMPIO,PSL,SP,sim,majorolimpio,NA,NA,MAJOR OLIMPIO,feito
5376,senado,MARA GABRILLI,PSDB,SP,sim,maragabrilli,NA,NA,MARA GABRILLI,feito
742,senado,MARCELO CASTRO,MDB,PI,sim,MarceloCastroPI,NA,NA,MARCELO CASTRO,feito
285,senado,MARCIO BITTAR,MDB,AC,sim,marciombittar,NA,NA,MARCIO BITTAR,feito
5942,senado,MARCOS DO VAL,PPS,ES,sim,marcosdoval,NA,NA,MARCOS DO VAL,feito
5422,senado,MARCOS ROGÉRIO,DEM,RO,sim,MarcosRogerio,NA,NA,MARCOS ROGÉRIO,feito
1023,senado,MARIA DO CARMO ALVES,DEM,SE,sim,MariaSenadora,NA,https://www.facebook.com/mariadocarmo251/,MARIA DO CARMO ALVES,feito
6027,senado,MECIAS DE JESUS,PRB,RR,sim,meciasdejesus,NA,NA,MECIAS DE JESUS,feito
5985,senado,NELSINHO TRAD,PSD,MS,sim,nelsinhotrad,NA,https://www.facebook.com/nelsinhotrad/,NELSINHO TRAD,feito
5525,senado,OMAR AZIZ,PSD,AM,sim,OmarAzizPSD,NA,NA,OMAR AZIZ,feito
5924,senado,ORIOVISTO GUIMARÃES,PODE,PR,sim,Sen_Oriovisto,NA,NA,ORIOVISTO GUIMARÃES,feito
5523,senado,OTTO ALENCAR,PSD,BA,sim,ottoalencar,NA,NA,OTTO ALENCAR,feito
825,senado,PAULO PAIM,PT,RS,sim,paulopaim,NA,NA,PAULO PAIM,feito
374,senado,PAULO ROCHA,PT,PA,sim,PauloRocha_13,NA,NA,PAULO ROCHA,feito
5502,senado,PLÍNIO VALÉRIO,PSDB,AM,sim,PlinioValerio45,NA,NA,PLÍNIO VALÉRIO,feito
5012,senado,RANDOLFE RODRIGUES,REDE,AP,sim,randolfeap,NA,NA,RANDOLFE RODRIGUES,feito
5236,senado,REGUFFE,S/Partido,DF,sim,Reguffe,NA,NA,REGUFFE,feito
70,senado,RENAN CALHEIROS,MDB,AL,sim,renancalheiros,NA,NA,RENAN CALHEIROS,feito
677,senado,ROBERTO ROCHA,PSDB,MA,sim,SigaRoberto_,NA,NA,ROBERTO ROCHA,feito
5905,senado,RODRIGO CUNHA,PSDB,AL,sim,RodrigoCunhaAL,NA,NA,RODRIGO CUNHA,feito
5732,senado,RODRIGO PACHECO,DEM,MG,sim,rpsenador,NA,NA,RODRIGO PACHECO,feito
5352,senado,ROGÉRIO CARVALHO,PT,SE,sim,SenadorRogerio,NA,NA,ROGÉRIO CARVALHO,feito
5322,senado,ROMÁRIO,PODE,RJ,sim,RomarioOnze,NA,NA,ROMÁRIO,feito
2331,senado,ROSE DE FREITAS,PODE,ES,sim,senadorarose,NA,NA,ROSE DE FREITAS,feito
5929,senado,SELMA ARRUDA,PSL,MT,sim,SenadoraSelma,NA,NA,SELMA ARRUDA,feito
4560,senado,SÉRGIO PETECÃO,PSD,AC,sim,senadorpetecao,NA,NA,SÉRGIO PETECÃO,feito
5527,senado,SIMONE TEBET,MDB,MS,sim,SimoneTebetms,NA,NA,SIMONE TEBET,feito
5988,senado,SORAYA THRONICKE,PSL,MS,sim,SorayaThronicke,NA,NA,SORAYA THRONICKE,feito
5959,senado,STYVENSON VALENTIM,PODE,RN,sim,SenStyvenson,NA,NA,STYVENSON VALENTIM,feito
3396,senado,TASSO JEREISSATI,PSDB,CE,sim,tassojereissati,NA,NA,TASSO JEREISSATI,feito
5535,senado,TELMÁRIO MOTA,PROS,RR,sim,TelmarioMotaRR,NA,NA,TELMÁRIO MOTA,feito
5899,senado,VANDERLAN CARDOSO,PP,GO,sim,Vanderlan_VC,NA,NA,VANDERLAN CARDOSO,feito
5748,senado,VENEZIANO VITAL DO RÊGO,PSB,PB,sim,venezianovital,NA,NA,VENEZIANO VITAL DO RÊGO,nazareno
1173,senado,WELLINGTON FAGUNDES,PR,MT,sim,sen_wellington,NA,NA,WELLINGTON FAGUNDES,feito
5411,senado,WEVERTON,PDT,MA,sim,wevertonrocha,NA,NA,WEVERTON,feito
5783,senado,ZENAIDE MAIA,PROS,RN,sim,zenaidern,NA,NA,ZENAIDE MAIA,feito
3806,senado,ZEQUINHA MARINHO,PSC,PA,sim,ZequinhaMarinho,zequinhamarynho,https://www.facebook.com/zequinhamarinhooficial/,ZEQUINHA MARINHO,feito
